Trace for Mass:	As75(LR)
Resolution:	Low
	
Time	Intensity
[sec]	[cps]

3.007999897003174	25373.69921875	
4.511000156402588	25393.599609375	
6.013999938964844	25055.599609375	
7.517000198364258	25388.900390625	
9.020000457763672	25012.80078125	
10.52299976348877	25117.599609375	
12.02700042724609	25228.30078125	
13.52999973297119	24758.	
15.03299999237061	24769.900390625	
16.5359992980957	24670.5	
18.03899955749512	24878.80078125	
19.54199981689453	24935.30078125	
21.04500007629395	25553.	
22.54800033569336	24982.80078125	
24.05200004577637	25547.099609375	
25.55500030517578	25480.900390625	
27.0580005645752	25146.19921875	
28.56100082397461	27096.400390625	
30.06399917602539	31366.900390625	
31.56699943542481	32524.80078125	
33.06999969482422	29963.69921875	
34.57300186157227	26032.5	
36.07699966430664	23305.400390625	
37.58000183105469	22873.	
39.08300018310547	24023.099609375	
40.58599853515625	24397.19921875	
42.0890007019043	24169.	
43.59199905395508	24279.099609375	
45.09500122070313	24131.	
46.59799957275391	24135.30078125	
48.10200119018555	24035.099609375	
49.60499954223633	24066.5	
51.10800170898438	23590.80078125	
52.61100006103516	24088.400390625	
54.11399841308594	23693.099609375	
55.61700057983398	23934.900390625	
57.11999893188477	23608.80078125	
58.62300109863281	23746.400390625	
60.12699890136719	23739.	
61.63000106811523	23534.19921875	
63.13299942016602	23926.400390625	
64.63600158691406	23800.30078125	
66.13899993896484	23486.69921875	
67.64199829101563	23626.69921875	
69.14499664306641	23452.80078125	
70.64800262451172	23556.30078125	
72.15200042724609	23527.400390625	
73.65499877929688	23259.5	
75.15799713134766	23593.5	
76.66100311279297	23360.19921875	
78.16400146484375	23337.400390625	
79.66699981689453	23248.900390625	
81.16999816894531	23089.30078125	
82.67299652099609	23180.80078125	
84.17600250244141	23159.30078125	
85.68000030517578	23280.	
87.18299865722656	23036.69921875	
88.68599700927734	22916.69921875	
90.18900299072266	22906.5	
91.69200134277344	22962.69921875	
93.19499969482422	22982.	
94.697998046875	22989.400390625	
96.20099639892578	22876.69921875	
97.70500183105469	22980.099609375	
99.20800018310547	22639.30078125	
100.7109985351563	23162.599609375	
102.213996887207	22792.	
103.7170028686523	22998.099609375	
105.2200012207031	22727.19921875	
106.7229995727539	22785.19921875	
108.2259979248047	22571.80078125	
109.7300033569336	22869.19921875	
111.2330017089844	22576.5	
112.7360000610352	22595.900390625	
114.2389984130859	22490.69921875	
115.7419967651367	22637.099609375	
117.245002746582	22812.400390625	
118.7480010986328	22758.599609375	
120.2509994506836	22784.400390625	
121.754997253418	22944.599609375	
123.2580032348633	22765.30078125	
124.7610015869141	22397.599609375	
126.2639999389648	22349.69921875	
127.7669982910156	22473.	
129.2700042724609	22477.80078125	
130.7729949951172	22654.599609375	
132.2760009765625	22080.5	
133.7799987792969	22344.900390625	
135.2830047607422	22349.69921875	
136.7859954833984	22467.	
138.2890014648438	22289.099609375	
139.7920074462891	23124.	
141.2949981689453	24843.5	
142.7980041503906	37298.30078125	
144.3009948730469	85510.203125	
145.8049926757813	253287.59375	
147.3079986572266	739391.1875	
148.8110046386719	1957849.625	
150.3139953613281	4468217.	
151.8170013427734	9015977.	
153.3200073242188	16103465.	
154.822998046875	25489076.	
156.3260040283203	35276424.	
157.8300018310547	42875352.	
159.3329925537109	48153784.	
160.8359985351563	48755304.	
162.3390045166016	45338804.	
163.8419952392578	38935156.	
165.3450012207031	31564032.	
166.8480072021484	24504332.	
168.3509979248047	18635010.	
169.8549957275391	13634650.	
171.3580017089844	10034289.	
172.8609924316406	7164025.5	
174.3639984130859	5161128.5	
175.8670043945313	3558944.	
177.3699951171875	2548288.	
178.8730010986328	1833769.625	
180.3760070800781	1340345.625	
181.8800048828125	1000436.8125	
183.3829956054688	776910.375	
184.8860015869141	624611.1875	
186.3890075683594	521196.8125	
187.8919982910156	439604.8125	
189.3950042724609	384650.40625	
190.8979949951172	339548.	
192.4010009765625	306514.40625	
193.9049987792969	273662.40625	
195.4080047607422	248023.59375	
196.9109954833984	229687.59375	
198.4140014648438	210471.203125	
199.9170074462891	197777.59375	
201.4199981689453	181346.40625	
202.9230041503906	169922.	
204.4259948730469	160043.203125	
205.9290008544922	149564.796875	
207.4329986572266	141228.	
208.9360046386719	134478.40625	
210.4389953613281	127275.203125	
211.9420013427734	122021.6015625	
213.4450073242188	115520.796875	
214.947998046875	109210.203125	
216.4510040283203	104936.203125	
217.9539947509766	101730.203125	
219.4579925537109	98659.203125	
220.9609985351563	94765.6015625	
222.4640045166016	90806.203125	
223.9669952392578	88258.3984375	
225.4700012207031	84991.796875	
226.9730072021484	81802.3984375	
228.4759979248047	79220.	
229.97900390625	77228.796875	
231.4830017089844	75091.203125	
232.9859924316406	72494.6015625	
234.4889984130859	70999.796875	
235.9920043945313	68776.703125	
237.4949951171875	66822.5	
238.9980010986328	65563.1015625	
240.5010070800781	62719.6015625	
242.0039978027344	62175.80078125	
